,Unnamed: 0,Mkt-RF,SMB,HML,RF
21700,20080424,0.66,0.58,0.4,0.01
21701,20080425,0.68,-0.22,0.21,0.01
21702,20080428,-0.03,0.57,0.14,0.01
21703,20080429,-0.36,-0.45,0.39,0.01
21704,20080430,-0.3,-0.09,0.0,0.01
21705,20080501,1.66,0.11,0.27,0.01
21706,20080502,0.2,-0.76,0.04,0.01
21707,20080505,-0.41,0.31,-0.2,0.01
21708,20080506,0.75,-0.08,0.37,0.01
21709,20080507,-1.66,0.03,-0.16,0.01
21710,20080508,0.37,0.11,-0.29,0.01
21711,20080509,-0.54,0.59,-0.2,0.01
21712,20080512,1.1,0.68,-0.4,0.01
21713,20080513,0.08,0.65,-0.12,0.01
21714,20080514,0.38,-0.39,0.1,0.01
21715,20080515,1.02,-0.1,-0.28,0.01
21716,20080516,0.11,-0.42,0.0,0.01
21717,20080519,-0.02,-0.27,0.14,0.01
21718,20080520,-0.8,0.57,-0.17,0.01
21719,20080521,-1.56,0.42,0.25,0.01
21720,20080522,0.38,0.29,0.05,0.01
21721,20080523,-1.24,0.13,-0.36,0.01
21722,20080527,0.72,0.56,-0.14,0.01
21723,20080528,0.49,-0.07,-0.13,0.01
21724,20080529,0.61,0.32,-0.23,0.01
21725,20080530,0.29,0.23,0.0,0.01
21726,20080602,-0.98,0.13,0.22,0.01
21727,20080603,-0.46,0.29,0.01,0.01
21728,20080604,0.02,0.68,-0.67,0.01
21729,20080605,1.95,0.37,-0.15,0.01
21730,20080606,-2.9,0.16,-0.04,0.01
21731,20080609,-0.03,-0.54,-0.4,0.01
21732,20080610,-0.31,0.0,-0.18,0.01
21733,20080611,-1.65,-0.2,-0.03,0.01
21734,20080612,0.31,-0.03,0.05,0.01
21735,20080613,1.56,0.32,-0.43,0.01
21736,20080616,0.16,0.85,-0.11,0.01
21737,20080617,-0.55,0.11,-0.23,0.01
21738,20080618,-0.96,0.18,0.19,0.01
21739,20080619,0.34,0.58,-0.64,0.01
21740,20080620,-1.8,0.27,0.16,0.01
21741,20080623,-0.16,-0.65,-0.31,0.01
21742,20080624,-0.55,-1.18,0.28,0.01
21743,20080625,0.64,0.4,-0.42,0.01
21744,20080626,-2.83,0.53,0.15,0.01
21745,20080627,-0.36,0.21,-0.5,0.01
21746,20080630,-0.06,-1.23,0.23,0.01
21747,20080701,0.29,-0.43,0.31,0.01
21748,20080702,-2.0,-0.89,0.16,0.01
21749,20080703,-0.15,-0.63,-0.24,0.01
21750,20080707,-0.81,0.18,-1.26,0.01
21751,20080708,1.84,1.0,2.27,0.01
21752,20080709,-2.05,-0.12,-1.4,0.01
21753,20080710,0.65,-0.05,-1.16,0.01
21754,20080711,-0.88,1.57,-1.08,0.01
21755,20080714,-0.93,-0.09,-2.42,0.01
21756,20080715,-0.97,1.22,-1.24,0.01
21757,20080716,2.52,0.02,4.6,0.01
21758,20080717,1.12,-0.14,3.99,0.01
21759,20080718,-0.08,-0.81,1.05,0.01
21760,20080721,0.16,0.34,-0.52,0.01
21761,20080722,1.37,0.93,3.0,0.01
21762,20080723,0.32,0.07,1.43,0.01
21763,20080724,-2.31,0.57,-2.81,0.01
21764,20080725,0.46,0.92,-0.96,0.01
21765,20080728,-1.76,0.04,-1.36,0.01
21766,20080729,2.26,-0.37,3.24,0.01
21767,20080730,1.59,-1.41,-0.07,0.01
21768,20080731,-1.17,0.56,0.4,0.01
21769,20080801,-0.47,0.65,0.93,0.01
21770,20080804,-1.09,-0.17,0.31,0.01
21771,20080805,2.65,-0.59,1.64,0.01
21772,20080806,0.5,0.52,-1.06,0.01
21773,20080807,-1.73,0.62,-1.73,0.01
21774,20080808,2.29,0.65,1.2,0.01
21775,20080811,0.83,1.39,1.15,0.01
21776,20080812,-1.05,1.08,-2.04,0.01
21777,20080813,-0.15,0.75,-1.87,0.01
21778,20080814,0.63,0.07,1.25,0.01
21779,20080815,0.38,-0.4,1.0,0.01
21780,20080818,-1.45,0.27,-0.93,0.01
21781,20080819,-1.0,-0.58,-1.14,0.01
21782,20080820,0.54,-0.69,0.01,0.01
21783,20080821,0.12,-0.94,-0.41,0.01
21784,20080822,1.14,0.46,1.01,0.01
21785,20080825,-1.92,-0.14,-0.53,0.01
21786,20080826,0.34,-0.21,0.2,0.01
21787,20080827,0.88,0.2,0.43,0.01
21788,20080828,1.51,0.13,1.75,0.01
21789,20080829,-1.25,0.19,0.62,0.01
21790,20080902,-0.45,0.32,1.88,0.01
21791,20080903,-0.23,0.51,1.52,0.01
21792,20080904,-2.91,0.23,-0.49,0.01
21793,20080905,0.42,-0.87,1.56,0.01
21794,20080908,1.76,-0.55,2.1,0.01
21795,20080909,-3.41,0.69,-0.85,0.01
21796,20080910,0.7,0.41,-0.71,0.01
21797,20080911,1.22,-0.91,0.12,0.01
21798,20080912,0.29,-0.27,-0.12,0.01
21799,20080915,-4.45,1.51,-2.31,0.01
21800,20080916,1.66,0.19,2.03,0.01
21801,20080917,-4.6,0.59,-2.16,0.01
21802,20080918,4.4,1.04,4.82,0.01
21803,20080919,4.27,-2.14,3.93,0.01
21804,20080922,-3.93,0.45,-3.37,0.01
21805,20080923,-1.55,0.09,0.14,0.01
21806,20080924,-0.32,-1.08,-0.77,0.01
21807,20080925,1.7,-1.14,0.66,0.01
21808,20080926,0.11,-0.96,1.04,0.01
21809,20080929,-8.26,3.56,-4.03,0.01
21810,20080930,4.88,-3.75,2.98,0.01
21811,20081001,-0.47,-0.96,3.0,0.0
21812,20081002,-4.2,-0.65,0.68,0.0
21813,20081003,-1.47,-0.81,-1.21,0.0
21814,20081006,-3.95,-0.05,0.4,0.0
21815,20081007,-5.76,1.08,-3.51,0.0
21816,20081008,-1.28,-0.19,-2.29,0.0
21817,20081009,-7.36,-0.23,-2.58,0.0
21818,20081010,-0.96,3.83,3.1,0.0
21819,20081013,11.36,-2.45,-1.97,0.0
21820,20081014,-0.86,-3.03,4.54,0.0
21821,20081015,-8.79,0.22,0.76,0.0
21822,20081016,4.32,2.31,-1.36,0.0
21823,20081017,-0.42,-0.82,-0.88,0.0
21824,20081020,4.56,-1.26,-0.83,0.0
21825,20081021,-2.95,0.02,0.44,0.0
21826,20081022,-5.76,0.89,0.05,0.0
21827,20081023,0.3,-3.32,-0.77,0.0
21828,20081024,-3.28,-0.1,-0.5,0.0
21829,20081027,-3.37,-0.9,0.38,0.0
21830,20081028,9.78,-3.76,0.5,0.0
21831,20081029,-0.47,2.77,-1.31,0.0
21832,20081030,2.97,2.05,-0.45,0.0
21833,20081031,1.88,2.13,2.01,0.0
21834,20081103,-0.05,0.16,0.52,0.0
21835,20081104,3.57,-2.59,0.21,0.0
21836,20081105,-5.05,0.23,-1.57,0.0
21837,20081106,-4.83,1.5,-0.35,0.0
21838,20081107,2.61,-1.11,-0.69,0.0
21839,20081110,-1.31,-0.71,-2.07,0.0
21840,20081111,-2.25,0.08,0.04,0.0
21841,20081112,-5.14,-0.49,-1.1,0.0
21842,20081113,6.8,0.74,0.09,0.0
21843,20081114,-4.27,-2.26,-0.15,0.0
21844,20081117,-2.43,1.88,-1.7,0.0
21845,20081118,0.71,-1.23,-0.61,0.0
21846,20081119,-6.3,-0.07,-2.98,0.0
21847,20081120,-6.61,1.7,-2.51,0.0
21848,20081121,6.12,-1.19,-2.15,0.0
21849,20081124,6.27,-1.38,4.77,0.0
21850,20081125,0.94,0.02,2.12,0.0
21851,20081126,3.88,1.71,0.28,0.0
21852,20081128,1.06,-0.58,1.74,0.0
21853,20081201,-8.96,-0.72,-3.73,0.0
21854,20081202,3.97,0.7,2.44,0.0
21855,20081203,2.63,-0.21,1.53,0.0
21856,20081204,-2.91,-0.07,1.17,0.0
21857,20081205,3.76,0.09,1.85,0.0
21858,20081208,3.8,-0.26,0.08,0.0
21859,20081209,-2.23,-0.6,-1.08,0.0
21860,20081210,1.2,1.02,-0.9,0.0
21861,20081211,-2.93,-1.18,-2.2,0.0
21862,20081212,0.96,2.3,0.75,0.0
21863,20081215,-1.54,-1.25,-1.37,0.0
21864,20081216,5.15,-0.18,2.55,0.0
21865,20081217,-0.63,1.72,-0.57,0.0
21866,20081218,-1.84,0.79,-0.19,0.0
21867,20081219,0.35,0.81,-0.2,0.0
21868,20081222,-1.87,-0.02,-0.82,0.0
21869,20081223,-0.88,-0.2,-0.83,0.0
21870,20081224,0.51,-0.26,0.76,0.0
21871,20081226,0.63,0.58,0.06,0.0
21872,20081229,-0.56,-1.5,0.02,0.0
21873,20081230,2.47,0.55,1.01,0.0
21874,20081231,1.7,1.59,0.75,0.0
21875,20090102,3.12,-1.31,-0.42,0.0
21876,20090105,-0.26,0.69,-1.16,0.0
21877,20090106,0.87,1.04,0.88,0.0
21878,20090107,-2.97,0.34,-1.17,0.0
21879,20090108,0.47,0.7,0.41,0.0
21880,20090109,-2.21,-1.37,-1.25,0.0
21881,20090112,-2.26,0.37,-1.94,0.0
21882,20090113,0.29,0.32,0.39,0.0
21883,20090114,-3.38,-0.55,-1.3,0.0
21884,20090115,0.43,2.3,-2.3,0.0
21885,20090116,0.77,0.47,-1.05,0.0
21886,20090120,-5.29,0.18,-4.11,0.0
21887,20090121,4.17,-1.23,2.83,0.0
21888,20090122,-1.61,-0.97,-1.78,0.0
21889,20090123,0.43,-0.61,1.12,0.0
21890,20090126,0.55,0.78,-0.68,0.0
21891,20090127,1.07,-0.36,0.29,0.0
21892,20090128,3.29,-0.67,2.82,0.0
21893,20090129,-3.22,-0.16,-2.15,0.0
21894,20090130,-2.16,0.2,-1.19,0.0
21895,20090202,0.06,1.26,-0.39,0.0
21896,20090203,1.46,-0.11,-2.42,0.0
21897,20090204,-0.6,-0.2,-0.32,0.0
21898,20090205,1.61,0.17,-0.08,0.0
21899,20090206,2.79,-0.13,2.43,0.0
21900,20090209,0.03,-0.83,0.06,0.0
21901,20090210,-4.63,1.09,-2.84,0.0
21902,20090211,0.75,-0.81,1.22,0.0
21903,20090212,0.3,0.36,-0.52,0.0
21904,20090213,-0.85,0.94,-1.48,0.0
21905,20090217,-4.36,1.03,-2.38,0.0
21906,20090218,-0.33,-0.84,-0.75,0.0
21907,20090219,-1.15,-0.02,-1.99,0.0
21908,20090220,-1.17,-0.13,-0.94,0.0
21909,20090223,-3.43,-0.59,0.75,0.0
21910,20090224,4.01,-0.99,3.05,0.0
21911,20090225,-1.15,-1.54,0.31,0.0
21912,20090226,-1.54,-0.52,1.35,0.0
21913,20090227,-2.01,1.84,-2.04,0.0
21914,20090302,-4.76,-0.3,-0.3,0.0
21915,20090303,-0.72,-0.7,-2.31,0.0
21916,20090304,2.42,0.55,-0.91,0.0
21917,20090305,-4.21,-0.43,-3.13,0.0
21918,20090306,0.2,0.43,-0.63,0.0
21919,20090309,-1.1,-0.92,0.15,0.0
21920,20090310,6.36,-0.84,4.19,0.0
21921,20090311,0.3,-0.59,0.54,0.0
21922,20090312,4.16,1.13,2.6,0.0
21923,20090313,0.74,0.21,0.47,0.0
21924,20090316,-0.55,-1.0,0.38,0.0
21925,20090317,3.2,0.64,1.55,0.0
21926,20090318,2.17,0.03,4.01,0.0
21927,20090319,-1.03,1.1,-2.7,0.0
21928,20090320,-1.95,-0.35,-0.87,0.0
21929,20090323,6.9,-0.78,4.25,0.0
21930,20090324,-1.93,-1.06,-1.77,0.0
21931,20090325,0.94,0.95,1.41,0.0
21932,20090326,2.68,1.96,-0.13,0.0
21933,20090327,-2.03,-1.4,0.17,0.0
21934,20090330,-3.49,1.8,-3.84,0.0
21935,20090331,1.3,-0.62,1.8,0.0
21936,20090401,1.65,-0.5,1.6,0.0
21937,20090402,3.07,1.98,0.51,0.0
21938,20090403,1.01,-0.18,0.97,0.0
21939,20090406,-0.92,-0.54,-0.8,0.0
21940,20090407,-2.43,-0.78,-0.1,0.0
21941,20090408,1.28,1.13,0.02,0.0
21942,20090409,3.92,0.25,4.54,0.0
21943,20090413,0.26,-0.96,2.3,0.0
21944,20090414,-2.02,0.05,-3.0,0.0
21945,20090415,1.12,-0.2,2.38,0.0
21946,20090416,1.69,1.3,0.05,0.0
21947,20090417,0.55,0.82,0.37,0.0
21948,20090420,-4.32,0.17,-4.29,0.0
21949,20090421,2.19,0.76,3.06,0.0
21950,20090422,-0.6,1.57,-1.19,0.0
21951,20090423,0.66,-1.87,0.25,0.0
21952,20090424,1.77,0.83,0.05,0.0
21953,20090427,-0.95,-0.36,-1.74,0.0
21954,20090428,-0.2,0.91,0.12,0.0
21955,20090429,2.41,0.77,1.26,0.0
21956,20090430,-0.05,-0.29,-0.66,0.0
21957,20090501,0.45,-0.46,-0.2,0.0
21958,20090504,3.36,-0.49,3.11,0.0
21959,20090505,-0.28,0.2,-0.24,0.0
21960,20090506,1.46,-2.11,2.6,0.0
21961,20090507,-1.42,-0.69,-0.89,0.0
21962,20090508,2.48,0.13,3.01,0.0
21963,20090511,-2.01,1.31,-2.42,0.0
21964,20090512,-0.32,-0.88,-1.46,0.0
21965,20090513,-2.91,-1.47,-1.52,0.0
21966,20090514,1.11,0.47,1.01,0.0
21967,20090515,-1.02,0.63,-1.19,0.0
21968,20090518,3.13,0.24,2.09,0.0
21969,20090519,-0.04,0.3,-1.32,0.0
21970,20090520,-0.48,0.01,-1.18,0.0
21971,20090521,-1.68,-0.12,0.4,0.0
21972,20090522,-0.15,-0.36,-0.6,0.0
21973,20090526,2.79,1.55,0.66,0.0
21974,20090527,-1.8,0.24,-1.23,0.0
21975,20090528,1.34,-1.37,0.56,0.0
21976,20090529,1.38,0.55,-0.18,0.0
21977,20090601,2.73,1.6,-0.79,0.0
21978,20090602,0.29,0.84,-0.22,0.0
21979,20090603,-1.39,0.82,-0.82,0.0
21980,20090604,1.18,0.13,1.25,0.0
21981,20090605,-0.19,0.15,-0.6,0.0
21982,20090608,-0.2,-1.0,0.58,0.0
21983,20090609,0.49,0.34,-0.25,0.0
21984,20090610,-0.35,-0.34,-0.45,0.0
21985,20090611,0.63,-0.24,0.33,0.0
21986,20090612,0.03,-0.16,-0.03,0.0
21987,20090615,-2.38,-0.29,-0.36,0.0
21988,20090616,-1.33,-0.1,-0.33,0.0
21989,20090617,-0.08,0.98,-1.02,0.0
21990,20090618,0.74,-0.66,0.41,0.0
21991,20090619,0.35,0.28,0.15,0.0
21992,20090622,-3.07,-0.36,-0.79,0.0
21993,20090623,0.08,-1.12,0.18,0.0
21994,20090624,0.78,0.25,-0.15,0.0
21995,20090625,2.19,0.79,-0.01,0.0
21996,20090626,0.03,1.56,0.13,0.0
21997,20090629,0.82,-1.08,0.39,0.0
21998,20090630,-0.74,0.24,-0.2,0.0
21999,20090701,0.55,1.49,0.2,0.0
22000,20090702,-2.9,-0.64,-1.11,0.0
22001,20090706,-0.03,-0.89,-0.95,0.0
22002,20090707,-1.92,0.0,-0.15,0.0
22003,20090708,-0.19,-0.6,-1.1,0.0
22004,20090709,0.35,-0.61,1.25,0.0
22005,20090710,-0.34,0.92,-0.53,0.0
22006,20090713,2.43,-0.64,1.78,0.0
22007,20090714,0.59,0.29,0.62,0.0
22008,20090715,2.98,0.54,1.37,0.0
22009,20090716,0.94,0.47,-0.15,0.0
22010,20090717,-0.05,-0.23,-0.11,0.0
22011,20090720,1.19,0.29,0.35,0.0
22012,20090721,0.31,-0.54,-0.82,0.0
22013,20090722,0.08,0.58,0.39,0.0
22014,20090723,2.37,0.62,1.02,0.0
22015,20090724,0.38,0.31,0.09,0.0
22016,20090727,0.29,0.1,0.98,0.0
22017,20090728,-0.2,0.26,-0.3,0.0
22018,20090729,-0.46,-0.09,-0.84,0.0
22019,20090730,1.24,0.27,1.46,0.0
22020,20090731,0.05,-0.24,1.23,0.0
22021,20090803,1.63,0.03,1.68,0.0
22022,20090804,0.32,0.41,0.78,0.0
22023,20090805,-0.31,-1.12,1.69,0.0
22024,20090806,-0.62,-1.0,0.07,0.0
22025,20090807,1.44,0.97,1.2,0.0
22026,20090810,-0.32,0.48,0.3,0.0
22027,20090811,-1.25,-0.05,-1.21,0.0
22028,20090812,1.21,0.44,0.51,0.0
22029,20090813,0.73,-0.33,1.1,0.0
22030,20090814,-0.97,-1.22,-0.26,0.0
22031,20090817,-2.46,-0.11,-1.69,0.0
22032,20090818,1.11,0.41,1.24,0.0
22033,20090819,0.72,0.45,-0.43,0.0
22034,20090820,1.0,-0.06,0.82,0.0
22035,20090821,1.83,0.36,0.72,0.0
22036,20090824,-0.09,0.06,-0.32,0.0
22037,20090825,0.27,0.17,0.69,0.0
22038,20090826,-0.01,0.15,0.09,0.0
22039,20090827,0.21,-0.16,0.55,0.0
22040,20090828,-0.19,-0.41,0.56,0.0
22041,20090831,-0.86,-0.46,-0.63,0.0
22042,20090901,-2.15,0.11,-2.06,0.0
22043,20090902,-0.28,0.12,-0.7,0.0
22044,20090903,0.93,0.02,1.12,0.0
22045,20090904,1.31,0.22,0.25,0.0
22046,20090908,0.89,0.19,0.09,0.0
22047,20090909,0.9,0.8,0.69,0.0
22048,20090910,1.08,0.45,0.93,0.0
22049,20090911,-0.1,0.13,-0.05,0.0
22050,20090914,0.65,0.07,0.61,0.0
22051,20090915,0.44,0.55,0.57,0.0
22052,20090916,1.54,0.38,1.31,0.0
22053,20090917,-0.3,-0.01,-0.28,0.0
22054,20090918,0.23,0.13,-0.18,0.0
22055,20090921,-0.27,-0.15,-0.65,0.0
22056,20090922,0.66,-0.09,1.48,0.0
22057,20090923,-1.0,0.15,-0.89,0.0
22058,20090924,-1.06,-0.61,-1.33,0.0
22059,20090925,-0.64,0.18,-0.5,0.0
22060,20090928,1.78,0.34,1.1,0.0
22061,20090929,-0.12,-0.05,0.38,0.0
22062,20090930,-0.4,-0.57,-0.62,0.0
22063,20091001,-2.58,-0.6,-1.38,0.0
22064,20091002,-0.52,-0.29,-0.14,0.0
22065,20091005,1.49,0.05,1.81,0.0
22066,20091006,1.4,0.54,0.26,0.0
22067,20091007,0.26,-0.38,0.57,0.0
22068,20091008,0.84,0.24,0.42,0.0
22069,20091009,0.58,0.62,-0.25,0.0
22070,20091012,0.36,-0.54,0.35,0.0
22071,20091013,-0.21,0.13,-0.16,0.0
22072,20091014,1.7,0.04,1.17,0.0
22073,20091015,0.35,-0.25,-0.42,0.0
22074,20091016,-0.8,0.01,-1.26,0.0
22075,20091019,0.94,0.05,0.01,0.0
22076,20091020,-0.71,-0.73,-0.55,0.0
22077,20091021,-0.87,-0.08,-0.54,0.0
22078,20091022,1.03,0.02,0.65,0.0
22079,20091023,-1.23,-0.8,-1.02,0.0
22080,20091026,-1.18,0.01,-1.34,0.0
22081,20091027,-0.52,-0.61,-0.61,0.0
22082,20091028,-2.15,-1.47,-1.34,0.0
22083,20091029,2.17,-0.29,1.69,0.0
22084,20091030,-2.75,-0.05,-1.93,0.0
22085,20091102,0.52,-0.82,-0.3,0.0
22086,20091103,0.46,1.02,0.8,0.0
22087,20091104,0.07,-1.04,-0.53,0.0
22088,20091105,2.04,1.16,0.64,0.0
22089,20091106,0.26,-0.23,-0.49,0.0
22090,20091109,2.17,-0.44,1.34,0.0
22091,20091110,-0.04,-0.81,-0.08,0.0
22092,20091111,0.53,0.32,0.31,0.0
22093,20091112,-1.1,-0.87,-0.77,0.0
22094,20091113,0.63,0.35,-0.04,0.0
22095,20091116,1.56,1.3,0.17,0.0
22096,20091117,0.14,-0.19,-0.07,0.0
22097,20091118,-0.14,-0.46,0.45,0.0
22098,20091119,-1.38,-0.76,-0.62,0.0
22099,20091120,-0.33,0.22,-0.44,0.0
22100,20091123,1.3,0.41,-0.1,0.0
22101,20091124,-0.07,-0.11,-0.5,0.0
22102,20091125,0.48,-0.44,0.12,0.0
22103,20091127,-1.74,-0.54,-0.81,0.0
22104,20091130,0.25,-0.37,0.74,0.0
22105,20091201,1.3,0.61,-0.28,0.0
22106,20091202,0.2,1.05,-0.36,0.0
22107,20091203,-0.86,-0.27,-0.33,0.0
22108,20091204,0.7,1.56,0.77,0.0
22109,20091207,-0.14,0.52,-0.26,0.0
22110,20091208,-0.98,0.06,-0.14,0.0
22111,20091209,0.33,-0.19,-0.02,0.0
22112,20091210,0.5,-0.98,-0.1,0.0
22113,20091211,0.44,0.27,0.49,0.0
22114,20091214,0.78,0.62,0.33,0.0
22115,20091215,-0.46,0.27,-0.59,0.0
22116,20091216,0.18,0.43,0.71,0.0
22117,20091217,-1.16,0.23,-0.34,0.0
22118,20091218,0.67,0.24,0.19,0.0
22119,20091221,1.02,0.18,0.29,0.0
22120,20091222,0.43,0.59,-0.1,0.0
22121,20091223,0.38,0.9,-0.39,0.0
22122,20091224,0.5,-0.09,0.19,0.0
22123,20091228,0.09,-0.1,-0.29,0.0
22124,20091229,-0.09,0.11,-0.09,0.0
22125,20091230,-0.01,-0.04,-0.1,0.0
22126,20091231,-1.01,-0.21,0.39,0.0
22127,20100104,1.69,0.61,1.14,0.0
22128,20100105,0.31,-0.64,1.22,0.0
22129,20100106,0.13,-0.23,0.55,0.0
22130,20100107,0.4,0.09,0.96,0.0
22131,20100108,0.33,0.36,0.02,0.0
22132,20100111,0.13,-0.13,-0.26,0.0
22133,20100112,-1.0,-0.17,-1.28,0.0
22134,20100113,0.85,0.27,0.31,0.0
22135,20100114,0.24,0.29,0.08,0.0
22136,20100115,-1.11,-0.12,-0.39,0.0
22137,20100119,1.26,0.49,-0.2,0.0
22138,20100120,-0.98,-0.59,0.22,0.0
22139,20100121,-1.74,0.4,-1.09,0.0
22140,20100122,-2.13,0.61,-0.9,0.0
22141,20100125,0.37,-0.22,0.34,0.0
22142,20100126,-0.45,-0.1,-0.45,0.0
22143,20100127,0.53,0.26,0.2,0.0
22144,20100128,-1.18,-0.67,0.42,0.0
22145,20100129,-0.97,-0.05,-0.42,0.0
22146,20100201,1.39,-0.22,0.89,0.0
22147,20100202,1.21,-0.4,0.64,0.0
22148,20100203,-0.49,0.05,-0.37,0.0
22149,20100204,-3.14,-0.12,-1.19,0.0
22150,20100205,0.29,0.0,0.01,0.0
22151,20100208,-0.79,0.05,-0.38,0.0
22152,20100209,1.33,0.32,0.57,0.0
22153,20100210,-0.17,0.26,0.3,0.0
22154,20100211,1.13,0.73,0.06,0.0
22155,20100212,-0.07,0.98,0.14,0.0
22156,20100216,1.75,-0.31,1.02,0.0
22157,20100217,0.49,0.1,0.1,0.0
22158,20100218,0.62,0.08,0.02,0.0
22159,20100219,0.28,0.05,0.48,0.0
22160,20100222,-0.05,-0.06,0.6,0.0
22161,20100223,-1.24,0.32,-0.94,0.0
22162,20100224,0.94,-0.37,0.55,0.0
22163,20100225,-0.13,0.22,0.27,0.0
22164,20100226,0.12,-0.56,0.4,0.0
22165,20100301,1.2,1.2,0.05,0.0
22166,20100302,0.32,0.61,0.17,0.0
22167,20100303,0.09,0.16,0.09,0.0
22168,20100304,0.37,0.12,0.2,0.0
22169,20100305,1.43,0.41,0.62,0.0
22170,20100308,0.02,0.1,0.3,0.0
22171,20100309,0.21,0.26,-0.09,0.0
22172,20100310,0.54,0.07,0.71,0.0
22173,20100311,0.43,-0.08,-0.09,0.0
22174,20100312,-0.02,0.03,-0.25,0.0
22175,20100315,-0.02,-0.31,-0.5,0.0
22176,20100316,0.78,-0.15,0.57,0.0
22177,20100317,0.57,0.05,0.37,0.0
22178,20100318,-0.1,-0.15,-0.59,0.0
22179,20100319,-0.61,-0.61,-0.62,0.0
22180,20100322,0.67,0.87,0.03,0.0
22181,20100323,0.8,0.33,0.34,0.0
22182,20100324,-0.6,-0.62,0.79,0.0
22183,20100325,-0.26,-0.45,-0.26,0.0
22184,20100326,0.06,-0.11,0.27,0.0
22185,20100329,0.59,-0.1,0.2,0.0
22186,20100330,0.04,0.29,-0.43,0.0
22187,20100331,-0.36,-0.51,0.2,0.0
22188,20100401,0.75,-0.05,0.79,0.0
22189,20100405,0.95,1.05,0.85,0.0
22190,20100406,0.19,0.25,0.47,0.0
22191,20100407,-0.48,0.19,0.27,0.0
22192,20100408,0.31,-0.29,0.35,0.0
22193,20100409,0.66,-0.15,0.17,0.0
22194,20100412,0.23,0.26,0.07,0.0
22195,20100413,0.07,0.16,-0.06,0.0
22196,20100414,1.24,0.86,1.43,0.0
22197,20100415,0.11,0.58,-0.03,0.0
22198,20100416,-1.53,0.84,-1.87,0.0
22199,20100419,0.28,-0.87,-0.04,0.0
22200,20100420,0.88,0.64,0.59,0.0
22201,20100421,-0.06,0.72,0.19,0.0
22202,20100422,0.37,0.8,0.53,0.0
22203,20100423,0.7,0.33,0.6,0.0
22204,20100426,-0.43,0.48,-0.38,0.0
22205,20100427,-2.34,0.12,-1.36,0.0
22206,20100428,0.56,-0.72,0.7,0.0
22207,20100429,1.34,0.43,0.54,0.0
22208,20100430,-1.72,-0.97,-0.86,0.0
22209,20100503,1.36,0.63,0.59,0.0
22210,20100504,-2.5,-0.55,-0.92,0.0
22211,20100505,-0.75,-0.74,-0.6,0.0
22212,20100506,-3.27,-0.26,-0.91,0.0
22213,20100507,-1.75,-1.3,-0.51,0.0
22214,20100510,4.47,0.93,1.23,0.0
22215,20100511,-0.17,1.14,-0.16,0.0
22216,20100512,1.63,1.47,0.15,0.0
22217,20100513,-1.12,0.32,-0.33,0.0
22218,20100514,-1.91,-0.25,-0.75,0.0
22219,20100517,0.11,0.07,-0.59,0.0
22220,20100518,-1.41,-0.22,-0.96,0.0
22221,20100519,-0.63,-0.94,0.04,0.0
22222,20100520,-3.99,-0.9,-1.2,0.0
22223,20100521,1.43,-0.46,1.57,0.0
22224,20100524,-1.19,0.3,-0.89,0.0
22225,20100525,-0.03,-0.48,0.56,0.0
22226,20100526,-0.35,0.83,0.4,0.0
22227,20100527,3.44,0.62,1.63,0.0
22228,20100528,-1.18,0.11,-0.69,0.0
22229,20100601,-1.89,-1.01,-1.63,0.0
22230,20100602,2.63,0.17,0.42,0.0
22231,20100603,0.54,0.72,-0.28,0.0
22232,20100604,-3.62,-1.21,-0.68,0.0
22233,20100607,-1.52,-1.1,-1.0,0.0
22234,20100608,0.91,-1.42,0.12,0.0
22235,20100609,-0.46,0.75,-0.2,0.0
22236,20100610,2.95,0.37,0.89,0.0
22237,20100611,0.61,0.96,0.03,0.0
22238,20100614,-0.06,0.64,-0.01,0.0
22239,20100615,2.36,0.06,0.91,0.0
22240,20100616,-0.11,-0.18,-0.32,0.0
22241,20100617,0.08,-0.15,-0.5,0.0
22242,20100618,0.13,-0.01,0.22,0.0
22243,20100621,-0.47,-0.52,-0.05,0.0
22244,20100622,-1.63,-0.34,-0.74,0.0
22245,20100623,-0.29,-0.03,0.23,0.0
22246,20100624,-1.65,0.14,-0.89,0.0
22247,20100625,0.48,1.03,1.06,0.0
22248,20100628,-0.23,-0.02,-0.77,0.0
22249,20100629,-3.23,-0.66,-1.28,0.0
22250,20100630,-0.98,0.04,-0.33,0.0
22251,20100701,-0.4,-0.32,-0.4,0.0
22252,20100702,-0.49,-0.3,-0.45,0.0
22253,20100706,0.34,-1.97,0.08,0.0
22254,20100707,3.17,0.09,0.36,0.0
22255,20100708,1.0,0.56,0.03,0.0
22256,20100709,0.81,0.68,0.58,0.0
22257,20100712,-0.11,-1.15,0.07,0.0
22258,20100713,1.77,1.63,0.58,0.0
22259,20100714,-0.04,-0.14,-0.83,0.0
22260,20100715,0.02,-0.86,-0.16,0.0
22261,20100716,-2.94,-0.53,-0.96,0.0
22262,20100719,0.54,-0.17,-0.18,0.0
22263,20100720,1.23,0.66,0.03,0.0
22264,20100721,-1.3,-0.44,-0.36,0.0
22265,20100722,2.37,1.22,0.59,0.0
22266,20100723,1.05,1.48,-0.33,0.0
22267,20100726,1.23,0.88,0.15,0.0
22268,20100727,-0.23,-0.3,0.31,0.0
22269,20100728,-0.83,-0.89,0.04,0.0
22270,20100729,-0.36,0.26,0.67,0.0
22271,20100730,0.06,0.04,-0.22,0.0
